Variable_Name,Variable_ID,Table_ID,Table_Name,Type,Unit,Full_Name
All PEOPLE,ni1890001,ni189,Employment History,Count,Person,Employment History: All PEOPLE
In employment,ni1890002,ni189,Employment History,Count,Person,Employment History: In employment
Short term unemployed: Worked in the last 12 months,ni1890003,ni189,Employment History,Count,Person,Employment History: Short term unemployed: Worked in the last 12 months
Long-term unemployed: Not worked in the last 12 months,ni1890004,ni189,Employment History,Count,Person,Employment History: Long-term unemployed: Not worked in the last 12 months
Never worked,ni1890005,ni189,Employment History,Count,Person,Employment History: Never worked
All PEOPLE,ni1900001,ni190,Employment History - 4 Categories,Count,Person,Employment History - 4 Categories: All PEOPLE
In employment,ni1900002,ni190,Employment History - 4 Categories,Count,Person,Employment History - 4 Categories: In employment
Unemployed,ni1900003,ni190,Employment History - 4 Categories,Count,Person,Employment History - 4 Categories: Unemployed
Never worked,ni1900004,ni190,Employment History - 4 Categories,Count,Person,Employment History - 4 Categories: Never worked
All PEOPLE,ni1920001,ni192,Residence Type,Count,Person,Residence Type: All PEOPLE
Person in a household,ni1920002,ni192,Residence Type,Count,Person,Residence Type: Person in a household
Person in a communal establishment,ni1920003,ni192,Residence Type,Count,Person,Residence Type: Person in a communal establishment
All PEOPLE,ni1930001,ni193,Sex,Count,Person,Sex: All PEOPLE
Female,ni1930002,ni193,Sex,Count,Person,Sex: Female
Male,ni1930003,ni193,Sex,Count,Person,Sex: Male
All PEOPLE,ni1940001,ni194,Year of Arrival in Northern Ireland,Count,Person,Year of Arrival in Northern Ireland: All PEOPLE
Born in Northern Ireland,ni1940002,ni194,Year of Arrival in Northern Ireland,Count,Person,Year of Arrival in Northern Ireland: Born in Northern Ireland
Arrived before 1951,ni1940003,ni194,Year of Arrival in Northern Ireland,Count,Person,Year of Arrival in Northern Ireland: Arrived before 1951
Arrived 1951-1960,ni1940004,ni194,Year of Arrival in Northern Ireland,Count,Person,Year of Arrival in Northern Ireland: Arrived 1951-1960
Arrived 1961-1970,ni1940005,ni194,Year of Arrival in Northern Ireland,Count,Person,Year of Arrival in Northern Ireland: Arrived 1961-1970
Arrived 1971-1980,ni1940006,ni194,Year of Arrival in Northern Ireland,Count,Person,Year of Arrival in Northern Ireland: Arrived 1971-1980
Arrived 1981-1990,ni1940007,ni194,Year of Arrival in Northern Ireland,Count,Person,Year of Arrival in Northern Ireland: Arrived 1981-1990
Arrived 1991-2000,ni1940008,ni194,Year of Arrival in Northern Ireland,Count,Person,Year of Arrival in Northern Ireland: Arrived 1991-2000
Arrived 2001-2010,ni1940009,ni194,Year of Arrival in Northern Ireland,Count,Person,Year of Arrival in Northern Ireland: Arrived 2001-2010
Arrived 2011-2013,ni1940010,ni194,Year of Arrival in Northern Ireland,Count,Person,Year of Arrival in Northern Ireland: Arrived 2011-2013
Arrived 2014-2016,ni1940011,ni194,Year of Arrival in Northern Ireland,Count,Person,Year of Arrival in Northern Ireland: Arrived 2014-2016
Arrived 2017-2019,ni1940012,ni194,Year of Arrival in Northern Ireland,Count,Person,Year of Arrival in Northern Ireland: Arrived 2017-2019
Arrived 2020-2021,ni1940013,ni194,Year of Arrival in Northern Ireland,Count,Person,Year of Arrival in Northern Ireland: Arrived 2020-2021
All PEOPLE,ni1950001,ni195,Year of Arrival in Northern Ireland - 10 Categories,Count,Person,Year of Arrival in Northern Ireland - 10 Categories: All PEOPLE
Born in Northern Ireland,ni1950002,ni195,Year of Arrival in Northern Ireland - 10 Categories,Count,Person,Year of Arrival in Northern Ireland - 10 Categories: Born in Northern Ireland
Arrived before 1971,ni1950003,ni195,Year of Arrival in Northern Ireland - 10 Categories,Count,Person,Year of Arrival in Northern Ireland - 10 Categories: Arrived before 1971
Arrived 1971-1980,ni1950004,ni195,Year of Arrival in Northern Ireland - 10 Categories,Count,Person,Year of Arrival in Northern Ireland - 10 Categories: Arrived 1971-1980
Arrived 1981-1990,ni1950005,ni195,Year of Arrival in Northern Ireland - 10 Categories,Count,Person,Year of Arrival in Northern Ireland - 10 Categories: Arrived 1981-1990
Arrived 1991-2000,ni1950006,ni195,Year of Arrival in Northern Ireland - 10 Categories,Count,Person,Year of Arrival in Northern Ireland - 10 Categories: Arrived 1991-2000
Arrived 2001-2010,ni1950007,ni195,Year of Arrival in Northern Ireland - 10 Categories,Count,Person,Year of Arrival in Northern Ireland - 10 Categories: Arrived 2001-2010
Arrived 2011-2013,ni1950008,ni195,Year of Arrival in Northern Ireland - 10 Categories,Count,Person,Year of Arrival in Northern Ireland - 10 Categories: Arrived 2011-2013
Arrived 2014-2016,ni1950009,ni195,Year of Arrival in Northern Ireland - 10 Categories,Count,Person,Year of Arrival in Northern Ireland - 10 Categories: Arrived 2014-2016
Arrived 2017-2019,ni1950010,ni195,Year of Arrival in Northern Ireland - 10 Categories,Count,Person,Year of Arrival in Northern Ireland - 10 Categories: Arrived 2017-2019
Arrived 2020-2021,ni1950011,ni195,Year of Arrival in Northern Ireland - 10 Categories,Count,Person,Year of Arrival in Northern Ireland - 10 Categories: Arrived 2020-2021
All PEOPLE,ni1960001,ni196,Year of Arrival in Northern Ireland - 4 Categories,Count,Person,Year of Arrival in Northern Ireland - 4 Categories: All PEOPLE
Born in Northern Ireland,ni1960002,ni196,Year of Arrival in Northern Ireland - 4 Categories,Count,Person,Year of Arrival in Northern Ireland - 4 Categories: Born in Northern Ireland
Arrived before 2001,ni1960003,ni196,Year of Arrival in Northern Ireland - 4 Categories,Count,Person,Year of Arrival in Northern Ireland - 4 Categories: Arrived before 2001
Arrived 2001-2010,ni1960004,ni196,Year of Arrival in Northern Ireland - 4 Categories,Count,Person,Year of Arrival in Northern Ireland - 4 Categories: Arrived 2001-2010
Arrived 2011-2021,ni1960005,ni196,Year of Arrival in Northern Ireland - 4 Categories,Count,Person,Year of Arrival in Northern Ireland - 4 Categories: Arrived 2011-2021
All PEOPLE,ni1970001,ni197,Year of Arrival in Northern Ireland - 5 Categories,Count,Person,Year of Arrival in Northern Ireland - 5 Categories: All PEOPLE
Born in Northern Ireland,ni1970002,ni197,Year of Arrival in Northern Ireland - 5 Categories,Count,Person,Year of Arrival in Northern Ireland - 5 Categories: Born in Northern Ireland
Arrived before 1991,ni1970003,ni197,Year of Arrival in Northern Ireland - 5 Categories,Count,Person,Year of Arrival in Northern Ireland - 5 Categories: Arrived before 1991
Arrived 1991-2000,ni1970004,ni197,Year of Arrival in Northern Ireland - 5 Categories,Count,Person,Year of Arrival in Northern Ireland - 5 Categories: Arrived 1991-2000
Arrived 2001-2010,ni1970005,ni197,Year of Arrival in Northern Ireland - 5 Categories,Count,Person,Year of Arrival in Northern Ireland - 5 Categories: Arrived 2001-2010
Arrived 2011-2021,ni1970006,ni197,Year of Arrival in Northern Ireland - 5 Categories,Count,Person,Year of Arrival in Northern Ireland - 5 Categories: Arrived 2011-2021
All HOUSEHOLD,ni1990001,ni199,Accommodation Type,Count,Household,Accommodation Type: All HOUSEHOLD
Whole house or bungalow: Detached,ni1990002,ni199,Accommodation Type,Count,Household,Accommodation Type: Whole house or bungalow: Detached
Whole house or bungalow: Semi-detached,ni1990003,ni199,Accommodation Type,Count,Household,Accommodation Type: Whole house or bungalow: Semi-detached
